y_true,y_prob,scanner
0,0.4076507091522217,PhilipsMedicalSystems
0,0.15718428790569305,PhilipsMedicalSystems
0,0.12705716490745544,ImagingDynamicsCompanyLtd
0,0.7567383646965027,PhilipsMedicalSystems
0,0.2351757138967514,PhilipsMedicalSystems
0,0.1862674057483673,PhilipsMedicalSystems
0,0.22678939998149872,PhilipsMedicalSystems
0,0.12891052663326263,PhilipsMedicalSystems
0,0.16799083352088928,ImagingDynamicsCompanyLtd
0,0.183678537607193,ImagingDynamicsCompanyLtd
0,0.1590033322572708,PhilipsMedicalSystems
0,0.678091287612915,PhilipsMedicalSystems
0,0.16009004414081573,ImagingDynamicsCompanyLtd
0,0.3112561106681824,PhilipsMedicalSystems
0,0.2828766703605652,PhilipsMedicalSystems
0,0.24345961213111877,PhilipsMedicalSystems
0,0.6140303611755371,PhilipsMedicalSystems
0,0.43361398577690125,PhilipsMedicalSystems
0,0.526588499546051,PhilipsMedicalSystems
0,0.353712260723114,PhilipsMedicalSystems
0,0.5426691770553589,PhilipsMedicalSystems
0,0.3028022348880768,PhilipsMedicalSystems
0,0.12603624165058136,ImagingDynamicsCompanyLtd
0,0.23930872976779938,PhilipsMedicalSystems
0,0.18345840275287628,ImagingDynamicsCompanyLtd
0,0.21213021874427795,PhilipsMedicalSystems
0,0.17308180034160614,PhilipsMedicalSystems
0,0.1293422132730484,PhilipsMedicalSystems
0,0.3190077245235443,PhilipsMedicalSystems
0,0.17186188697814941,ImagingDynamicsCompanyLtd
0,0.21844013035297394,PhilipsMedicalSystems
0,0.32527002692222595,ImagingDynamicsCompanyLtd
0,0.34487926959991455,ImagingDynamicsCompanyLtd
0,0.2373746633529663,PhilipsMedicalSystems
0,0.2579357326030731,PhilipsMedicalSystems
0,0.2502487897872925,PhilipsMedicalSystems
0,0.24830694496631622,PhilipsMedicalSystems
0,0.4592893421649933,PhilipsMedicalSystems
0,0.4592893421649933,PhilipsMedicalSystems
0,0.19368940591812134,PhilipsMedicalSystems
0,0.15640491247177124,ImagingDynamicsCompanyLtd
0,0.6297098398208618,PhilipsMedicalSystems
0,0.1284349411725998,ImagingDynamicsCompanyLtd
0,0.1482991725206375,ImagingDynamicsCompanyLtd
0,0.5577265024185181,ImagingDynamicsCompanyLtd
0,0.4459648132324219,PhilipsMedicalSystems
0,0.34434017539024353,ImagingDynamicsCompanyLtd
0,0.2133721113204956,PhilipsMedicalSystems
0,0.28714263439178467,PhilipsMedicalSystems
0,0.8291354775428772,PhilipsMedicalSystems
0,0.733270525932312,ImagingDynamicsCompanyLtd
0,0.2515701353549957,ImagingDynamicsCompanyLtd
0,0.345784991979599,PhilipsMedicalSystems
0,0.34803536534309387,PhilipsMedicalSystems
0,0.4728664457798004,PhilipsMedicalSystems
0,0.32361629605293274,PhilipsMedicalSystems
0,0.418617308139801,PhilipsMedicalSystems
0,0.08308156579732895,ImagingDynamicsCompanyLtd
0,0.16088970005512238,ImagingDynamicsCompanyLtd
0,0.37792137265205383,PhilipsMedicalSystems
0,0.15132254362106323,ImagingDynamicsCompanyLtd
0,0.30875086784362793,PhilipsMedicalSystems
0,0.3755747377872467,PhilipsMedicalSystems
0,0.23318679630756378,PhilipsMedicalSystems
0,0.17124907672405243,PhilipsMedicalSystems
0,0.4204418659210205,PhilipsMedicalSystems
0,0.5931788682937622,PhilipsMedicalSystems
0,0.39006146788597107,PhilipsMedicalSystems
0,0.4266185462474823,PhilipsMedicalSystems
0,0.5147653818130493,PhilipsMedicalSystems
0,0.45424118638038635,ImagingDynamicsCompanyLtd
0,0.10515079647302628,ImagingDynamicsCompanyLtd
0,0.15142124891281128,PhilipsMedicalSystems
0,0.2785238027572632,PhilipsMedicalSystems
0,0.24129971861839294,PhilipsMedicalSystems
0,0.19498687982559204,PhilipsMedicalSystems
0,0.22788093984127045,ImagingDynamicsCompanyLtd
0,0.41146576404571533,PhilipsMedicalSystems
0,0.19256971776485443,PhilipsMedicalSystems
0,0.1143202856183052,ImagingDynamicsCompanyLtd
0,0.3477451801300049,PhilipsMedicalSystems
0,0.2498576045036316,PhilipsMedicalSystems
0,0.5242332220077515,PhilipsMedicalSystems
0,0.1416310966014862,ImagingDynamicsCompanyLtd
0,0.21726290881633759,PhilipsMedicalSystems
0,0.46095821261405945,PhilipsMedicalSystems
0,0.07479339092969894,ImagingDynamicsCompanyLtd
0,0.6138477325439453,PhilipsMedicalSystems
0,0.2015727311372757,PhilipsMedicalSystems
0,0.4837045967578888,PhilipsMedicalSystems
0,0.6078794598579407,PhilipsMedicalSystems
0,0.38472163677215576,PhilipsMedicalSystems
0,0.12653490900993347,ImagingDynamicsCompanyLtd
0,0.48500826954841614,PhilipsMedicalSystems
0,0.6796470284461975,PhilipsMedicalSystems
0,0.41295623779296875,PhilipsMedicalSystems
0,0.3464302718639374,PhilipsMedicalSystems
0,0.12293709069490433,PhilipsMedicalSystems
0,0.2824961543083191,PhilipsMedicalSystems
0,0.3502870798110962,PhilipsMedicalSystems
0,0.36050084233283997,PhilipsMedicalSystems
0,0.14148657023906708,ImagingDynamicsCompanyLtd
0,0.4456622004508972,PhilipsMedicalSystems
0,0.2533271014690399,PhilipsMedicalSystems
0,0.08374973386526108,ImagingDynamicsCompanyLtd
0,0.581207275390625,PhilipsMedicalSystems
0,0.8652012348175049,PhilipsMedicalSystems
0,0.4107990264892578,PhilipsMedicalSystems
0,0.2205292135477066,PhilipsMedicalSystems
0,0.2968789041042328,PhilipsMedicalSystems
0,0.24980591237545013,PhilipsMedicalSystems
0,0.2801112234592438,PhilipsMedicalSystems
0,0.33097970485687256,PhilipsMedicalSystems
0,0.28845009207725525,PhilipsMedicalSystems
0,0.04608466103672981,ImagingDynamicsCompanyLtd
0,0.21803592145442963,PhilipsMedicalSystems
0,0.6891367435455322,PhilipsMedicalSystems
0,0.24475206434726715,ImagingDynamicsCompanyLtd
0,0.3207770586013794,ImagingDynamicsCompanyLtd
0,0.40349647402763367,PhilipsMedicalSystems
0,0.20122604072093964,PhilipsMedicalSystems
0,0.2360006719827652,ImagingDynamicsCompanyLtd
0,0.47726675868034363,PhilipsMedicalSystems
0,0.4444790780544281,ImagingDynamicsCompanyLtd
0,0.16349124908447266,PhilipsMedicalSystems
0,0.18996258080005646,ImagingDynamicsCompanyLtd
0,0.21040569245815277,PhilipsMedicalSystems
0,0.6839767098426819,PhilipsMedicalSystems
0,0.2275630086660385,PhilipsMedicalSystems
0,0.23271909356117249,ImagingDynamicsCompanyLtd
0,0.4590544104576111,PhilipsMedicalSystems
0,0.13477958738803864,ImagingDynamicsCompanyLtd
0,0.6465546488761902,PhilipsMedicalSystems
0,0.1421683132648468,ImagingDynamicsCompanyLtd
