y_true,y_prob,scanner
0,0.22710207104682922,PhilipsMedicalSystems
0,0.13931503891944885,PhilipsMedicalSystems
0,0.2877293527126312,ImagingDynamicsCompanyLtd
0,0.2684747874736786,PhilipsMedicalSystems
0,0.15513256192207336,PhilipsMedicalSystems
0,0.17200735211372375,PhilipsMedicalSystems
0,0.1705724000930786,PhilipsMedicalSystems
0,0.40223097801208496,PhilipsMedicalSystems
0,0.19649997353553772,ImagingDynamicsCompanyLtd
0,0.21324215829372406,ImagingDynamicsCompanyLtd
0,0.22101934254169464,PhilipsMedicalSystems
1,0.6916652917861938,PhilipsMedicalSystems
0,0.4291006326675415,ImagingDynamicsCompanyLtd
0,0.09485376626253128,PhilipsMedicalSystems
0,0.22137686610221863,PhilipsMedicalSystems
0,0.1319996565580368,PhilipsMedicalSystems
0,0.27267172932624817,PhilipsMedicalSystems
0,0.093907929956913,PhilipsMedicalSystems
0,0.5126265287399292,PhilipsMedicalSystems
0,0.09228599816560745,PhilipsMedicalSystems
0,0.46457746624946594,PhilipsMedicalSystems
0,0.16828344762325287,PhilipsMedicalSystems
0,0.18292434513568878,ImagingDynamicsCompanyLtd
0,0.4834391474723816,PhilipsMedicalSystems
0,0.08213358372449875,ImagingDynamicsCompanyLtd
0,0.1205296441912651,PhilipsMedicalSystems
0,0.21262022852897644,PhilipsMedicalSystems
0,0.13156980276107788,PhilipsMedicalSystems
0,0.1836356520652771,PhilipsMedicalSystems
0,0.13381034135818481,ImagingDynamicsCompanyLtd
0,0.25347834825515747,PhilipsMedicalSystems
0,0.3498213589191437,ImagingDynamicsCompanyLtd
0,0.3733489215373993,ImagingDynamicsCompanyLtd
0,0.14489221572875977,PhilipsMedicalSystems
0,0.20007707178592682,PhilipsMedicalSystems
0,0.06952742487192154,PhilipsMedicalSystems
0,0.13971874117851257,PhilipsMedicalSystems
0,0.08850513398647308,PhilipsMedicalSystems
0,0.08850513398647308,PhilipsMedicalSystems
0,0.32698577642440796,PhilipsMedicalSystems
0,0.15515320003032684,ImagingDynamicsCompanyLtd
1,0.7986199855804443,PhilipsMedicalSystems
0,0.8642280697822571,ImagingDynamicsCompanyLtd
0,0.3668493926525116,ImagingDynamicsCompanyLtd
0,0.47053834795951843,ImagingDynamicsCompanyLtd
0,0.5141943693161011,PhilipsMedicalSystems
0,0.5970633625984192,ImagingDynamicsCompanyLtd
0,0.2758921682834625,PhilipsMedicalSystems
0,0.1363285630941391,PhilipsMedicalSystems
0,0.5971353054046631,PhilipsMedicalSystems
0,0.6985322833061218,ImagingDynamicsCompanyLtd
0,0.5476266145706177,ImagingDynamicsCompanyLtd
0,0.3159063160419464,PhilipsMedicalSystems
0,0.4740438461303711,PhilipsMedicalSystems
1,0.8299089670181274,PhilipsMedicalSystems
0,0.19019438326358795,PhilipsMedicalSystems
0,0.46554359793663025,PhilipsMedicalSystems
0,0.336322546005249,ImagingDynamicsCompanyLtd
0,0.6088288426399231,ImagingDynamicsCompanyLtd
0,0.09478254616260529,PhilipsMedicalSystems
1,0.9611092805862427,ImagingDynamicsCompanyLtd
0,0.09186674654483795,PhilipsMedicalSystems
0,0.22017332911491394,PhilipsMedicalSystems
0,0.5492885112762451,PhilipsMedicalSystems
0,0.10413656383752823,PhilipsMedicalSystems
0,0.21237218379974365,PhilipsMedicalSystems
0,0.20487605035305023,PhilipsMedicalSystems
0,0.24588057398796082,PhilipsMedicalSystems
0,0.24205324053764343,PhilipsMedicalSystems
0,0.2163171023130417,PhilipsMedicalSystems
0,0.117563895881176,ImagingDynamicsCompanyLtd
0,0.7406632304191589,ImagingDynamicsCompanyLtd
0,0.712247908115387,PhilipsMedicalSystems
0,0.07905957102775574,PhilipsMedicalSystems
1,0.7447664141654968,PhilipsMedicalSystems
0,0.4790477156639099,PhilipsMedicalSystems
0,0.09834306687116623,ImagingDynamicsCompanyLtd
0,0.5306147336959839,PhilipsMedicalSystems
0,0.2001369297504425,PhilipsMedicalSystems
0,0.3768060803413391,ImagingDynamicsCompanyLtd
0,0.352431058883667,PhilipsMedicalSystems
0,0.416598916053772,PhilipsMedicalSystems
0,0.7220196723937988,PhilipsMedicalSystems
0,0.41489866375923157,ImagingDynamicsCompanyLtd
0,0.3387441337108612,PhilipsMedicalSystems
0,0.27454814314842224,PhilipsMedicalSystems
0,0.3915180265903473,ImagingDynamicsCompanyLtd
1,0.9154027700424194,PhilipsMedicalSystems
0,0.13897278904914856,PhilipsMedicalSystems
0,0.07487725466489792,PhilipsMedicalSystems
0,0.2809590995311737,PhilipsMedicalSystems
0,0.08475667983293533,PhilipsMedicalSystems
1,0.6595540642738342,ImagingDynamicsCompanyLtd
0,0.19138094782829285,PhilipsMedicalSystems
0,0.49103131890296936,PhilipsMedicalSystems
0,0.2870701849460602,PhilipsMedicalSystems
0,0.444073349237442,PhilipsMedicalSystems
0,0.3258577883243561,PhilipsMedicalSystems
0,0.17675690352916718,PhilipsMedicalSystems
0,0.340299516916275,PhilipsMedicalSystems
0,0.13688473403453827,PhilipsMedicalSystems
0,0.5058816075325012,ImagingDynamicsCompanyLtd
0,0.343725323677063,PhilipsMedicalSystems
0,0.1271635890007019,PhilipsMedicalSystems
0,0.3042987883090973,ImagingDynamicsCompanyLtd
0,0.35874143242836,PhilipsMedicalSystems
0,0.1547960489988327,PhilipsMedicalSystems
0,0.16981185972690582,PhilipsMedicalSystems
0,0.314391553401947,PhilipsMedicalSystems
1,0.5126833319664001,PhilipsMedicalSystems
0,0.16620655357837677,PhilipsMedicalSystems
0,0.4179811179637909,PhilipsMedicalSystems
1,0.727878987789154,PhilipsMedicalSystems
